Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,CTR,CPC,SQL_format
1057,Alpha Innovations,Social Media,All Ages,45 days,Instagram,0.03,9125,4.68,Miami,Spanish,558,5336,1,Health & Wellness,23-11-2021,7.21%,32.61,"(1057,'Alpha Innovations','Social Media','All Ages','45 days','Instagram',0.03,9125,4.68,'Miami','Spanish',558,5336,1,'Health & Wellness','2021-11-23',0.0721458773784355,32.6080586080586)"
1058,Alpha Innovations,Search,Women 35-44,30 days,YouTube,0.15,11408,2.74,Houston,Mandarin,170,7670,3,Foodies,24-11-2021,10.46%,16.35,"(1058,'Alpha Innovations','Search','Women 35-44','30 days','YouTube',0.15,11408,2.74,'Houston','Mandarin',170,7670,3,'Foodies','2021-11-24',0.104572713643178,16.3530465949821)"
1059,Innovate Industries,Search,Men 25-34,30 days,Google Ads,0.14,5199,7,Miami,Mandarin,719,3907,6,Fashionistas,25-11-2021,2.22%,67.11,"(1059,'Innovate Industries','Search','Men 25-34','30 days','Google Ads',0.14,5199,7,'Miami','Mandarin',719,3907,6,'Fashionistas','2021-11-25',0.0221642764015645,67.1058823529412)"
1060,Innovate Industries,Email,Men 25-34,30 days,Facebook,0.07,18797,4.23,Miami,French,326,7544,2,Health & Wellness,26-11-2021,18.40%,7.23,"(1060,'Innovate Industries','Email','Men 25-34','30 days','Facebook',0.07,18797,4.23,'Miami','French',326,7544,2,'Health & Wellness','2021-11-26',0.184028666496033,7.23087621696801)"
1061,TechCorp,Email,Men 25-34,15 days,Facebook,0.06,16926,3.6,New York,Spanish,340,8754,3,Fashionistas,27-11-2021,4.32%,57.66,"(1061,'TechCorp','Email','Men 25-34','15 days','Facebook',0.06,16926,3.6,'New York','Spanish',340,8754,3,'Fashionistas','2021-11-27',0.0432131495227996,57.659509202454)"
1062,Innovate Industries,Influencer,Women 25-34,45 days,Email,0.03,14649,7.68,New York,Mandarin,814,6084,8,Tech Enthusiasts,28-11-2021,3.88%,49.78,"(1062,'Innovate Industries','Influencer','Women 25-34','45 days','Email',0.03,14649,7.68,'New York','Mandarin',814,6084,8,'Tech Enthusiasts','2021-11-28',0.0388393877084761,49.7823529411765)"
1063,NexGen Systems,Display,Men 18-24,60 days,Website,0.14,18902,5.06,Houston,English,921,7989,8,Fashionistas,29-11-2021,13.38%,18,"(1063,'NexGen Systems','Display','Men 18-24','60 days','Website',0.14,18902,5.06,'Houston','English',921,7989,8,'Fashionistas','2021-11-29',0.13379355687048,17.9963144963145)"
1064,TechCorp,Influencer,Men 18-24,60 days,YouTube,0.07,5751,2.84,New York,Spanish,468,3069,3,Foodies,30-11-2021,11.53%,20.52,"(1064,'TechCorp','Influencer','Men 18-24','60 days','YouTube',0.07,5751,2.84,'New York','Spanish',468,3069,3,'Foodies','2021-11-30',0.115283514832895,20.5233441910966)"
1065,Innovate Industries,Influencer,Men 18-24,60 days,YouTube,0.05,18325,6.35,Chicago,Mandarin,596,1902,8,Outdoor Adventurers,01-12-2021,15.25%,12.29,"(1065,'Innovate Industries','Influencer','Men 18-24','60 days','YouTube',0.05,18325,6.35,'Chicago','Mandarin',596,1902,8,'Outdoor Adventurers','2021-12-01',0.152492668621701,12.2884615384615)"
1066,TechCorp,Display,Women 35-44,30 days,Website,0.14,5475,7.69,Houston,English,188,8909,3,Health & Wellness,02-12-2021,31.34%,30.75,"(1066,'TechCorp','Display','Women 35-44','30 days','Website',0.14,5475,7.69,'Houston','English',188,8909,3,'Health & Wellness','2021-12-02',0.31335436382755,30.746644295302)"
1067,Innovate Industries,Display,Men 25-34,30 days,Facebook,0.08,19191,3.63,Chicago,Spanish,431,1465,3,Outdoor Adventurers,03-12-2021,2.11%,29.12,"(1067,'Innovate Industries','Display','Men 25-34','30 days','Facebook',0.08,19191,3.63,'Chicago','Spanish',431,1465,3,'Outdoor Adventurers','2021-12-03',0.0211022561454709,29.1223404255319)"
1068,NexGen Systems,Social Media,All Ages,45 days,YouTube,0.09,7993,5.03,Chicago,Spanish,155,6114,4,Outdoor Adventurers,04-12-2021,29.42%,44.53,"(1068,'NexGen Systems','Social Media','All Ages','45 days','YouTube',0.09,7993,5.03,'Chicago','Spanish',155,6114,4,'Outdoor Adventurers','2021-12-04',0.29419795221843,44.5266821345708)"
1069,Innovate Industries,Social Media,All Ages,45 days,Instagram,0.07,8980,6.94,Los Angeles,French,965,4505,7,Outdoor Adventurers,05-12-2021,2.54%,51.57,"(1069,'Innovate Industries','Social Media','All Ages','45 days','Instagram',0.07,8980,6.94,'Los Angeles','French',965,4505,7,'Outdoor Adventurers','2021-12-05',0.0253516519463526,51.5677419354839)"
1070,Alpha Innovations,Email,Women 35-44,60 days,Email,0.14,15534,3.85,Miami,English,405,8649,2,Tech Enthusiasts,06-12-2021,21.42%,9.31,"(1070,'Alpha Innovations','Email','Women 35-44','60 days','Email',0.14,15534,3.85,'Miami','English',405,8649,2,'Tech Enthusiasts','2021-12-06',0.214206437291898,9.30569948186528)"
1071,DataTech Solutions,Social Media,Men 25-34,60 days,Website,0.11,7980,7.49,Miami,English,754,5957,1,Health & Wellness,07-12-2021,4.68%,38.36,"(1071,'DataTech Solutions','Social Media','Men 25-34','60 days','Website',0.11,7980,7.49,'Miami','English',754,5957,1,'Health & Wellness','2021-12-07',0.0468262226847034,38.3555555555556)"
1072,Innovate Industries,Influencer,Men 18-24,60 days,YouTube,0.08,5161,7.17,Houston,Mandarin,786,1961,5,Health & Wellness,08-12-2021,12.66%,10.58,"(1072,'Innovate Industries','Influencer','Men 18-24','60 days','YouTube',0.08,5161,7.17,'Houston','Mandarin',786,1961,5,'Health & Wellness','2021-12-08',0.126573778747692,10.5835543766578)"
1073,DataTech Solutions,Email,Women 35-44,60 days,Instagram,0.11,16999,6,Miami,French,346,3558,5,Foodies,09-12-2021,40.08%,6.57,"(1073,'DataTech Solutions','Email','Women 35-44','60 days','Instagram',0.11,16999,6,'Miami','French',346,3558,5,'Foodies','2021-12-09',0.400815910249873,6.56615776081425)"
1074,Innovate Industries,Display,Men 18-24,60 days,Instagram,0.02,8684,3.29,New York,English,536,5612,7,Health & Wellness,10-12-2021,9.72%,49.13,"(1074,'Innovate Industries','Display','Men 18-24','60 days','Instagram',0.02,8684,3.29,'New York','English',536,5612,7,'Health & Wellness','2021-12-10',0.0972456436200112,49.1300578034682)"
1075,TechCorp,Display,All Ages,60 days,Instagram,0.14,6548,5.41,New York,Spanish,583,1081,1,Health & Wellness,11-12-2021,9.55%,16.2,"(1075,'TechCorp','Display','All Ages','60 days','Instagram',0.14,6548,5.41,'New York','Spanish',583,1081,1,'Health & Wellness','2021-12-11',0.0955096222380613,16.2014925373134)"
1076,NexGen Systems,Email,Men 25-34,60 days,Website,0.08,19584,5.86,New York,English,895,2941,9,Outdoor Adventurers,12-12-2021,53.93%,11.23,"(1076,'NexGen Systems','Email','Men 25-34','60 days','Website',0.08,19584,5.86,'New York','English',895,2941,9,'Outdoor Adventurers','2021-12-12',0.539315448658649,11.2315608919383)"
1077,TechCorp,Influencer,Women 35-44,30 days,YouTube,0.02,8779,2.68,Los Angeles,German,202,6358,2,Outdoor Adventurers,13-12-2021,30.43%,21.88,"(1077,'TechCorp','Influencer','Women 35-44','30 days','YouTube',0.02,8779,2.68,'Los Angeles','German',202,6358,2,'Outdoor Adventurers','2021-12-13',0.304318259095546,21.8815642458101)"
1078,DataTech Solutions,Influencer,Men 18-24,30 days,Instagram,0.07,19568,7.09,Miami,Mandarin,140,4789,5,Foodies,14-12-2021,3.18%,43.46,"(1078,'DataTech Solutions','Influencer','Men 18-24','30 days','Instagram',0.07,19568,7.09,'Miami','Mandarin',140,4789,5,'Foodies','2021-12-14',0.031770997168921,43.460396039604)"
1079,TechCorp,Email,Men 18-24,60 days,Google Ads,0.15,13953,7.49,Chicago,Mandarin,981,7707,3,Foodies,15-12-2021,2.92%,139.77,"(1079,'TechCorp','Email','Men 18-24','60 days','Google Ads',0.15,13953,7.49,'Chicago','Mandarin',981,7707,3,'Foodies','2021-12-15',0.0292336604719148,139.771428571429)"
1080,Alpha Innovations,Search,Men 18-24,60 days,Google Ads,0.06,5852,6.99,Miami,Mandarin,130,4084,3,Foodies,16-12-2021,12.73%,14.22,"(1080,'Alpha Innovations','Search','Men 18-24','60 days','Google Ads',0.06,5852,6.99,'Miami','Mandarin',130,4084,3,'Foodies','2021-12-16',0.127286882055274,14.2232415902141)"
1081,TechCorp,Influencer,Women 35-44,60 days,Website,0.05,19102,2.25,Miami,Mandarin,644,6303,7,Health & Wellness,17-12-2021,3.18%,45.02,"(1081,'TechCorp','Influencer','Women 35-44','60 days','Website',0.05,19102,2.25,'Miami','Mandarin',644,6303,7,'Health & Wellness','2021-12-17',0.0318315377081293,45.0153846153846)"
1082,Alpha Innovations,Social Media,Women 25-34,15 days,YouTube,0.01,13496,4.16,Los Angeles,English,323,9354,5,Fashionistas,18-12-2021,10.22%,29.66,"(1082,'Alpha Innovations','Social Media','Women 25-34','15 days','YouTube',0.01,13496,4.16,'Los Angeles','English',323,9354,5,'Fashionistas','2021-12-18',0.102173568142155,29.6614906832298)"
1083,NexGen Systems,Display,Women 35-44,30 days,Google Ads,0.09,19387,7.31,Houston,Mandarin,962,5420,8,Health & Wellness,19-12-2021,3.45%,41.78,"(1083,'NexGen Systems','Display','Women 35-44','30 days','Google Ads',0.09,19387,7.31,'Houston','Mandarin',962,5420,8,'Health & Wellness','2021-12-19',0.0345306820611503,41.7832817337461)"
1084,Innovate Industries,Search,Women 35-44,30 days,Facebook,0.03,16204,2.29,Miami,Mandarin,531,7986,10,Foodies,20-12-2021,17.75%,20.15,"(1084,'Innovate Industries','Search','Women 35-44','30 days','Facebook',0.03,16204,2.29,'Miami','Mandarin',531,7986,10,'Foodies','2021-12-20',0.177490774907749,20.1528066528067)"
1085,Alpha Innovations,Search,Men 18-24,60 days,Instagram,0.09,7916,7.26,Houston,German,458,5532,5,Foodies,21-12-2021,6.65%,30.52,"(1085,'Alpha Innovations','Search','Men 18-24','60 days','Instagram',0.09,7916,7.26,'Houston','German',458,5532,5,'Foodies','2021-12-21',0.0664913598797896,30.5160075329567)"
1086,Alpha Innovations,Search,Women 35-44,30 days,Facebook,0.13,16357,5.83,Miami,Spanish,497,3236,7,Tech Enthusiasts,22-12-2021,8.28%,17.28,"(1086,'Alpha Innovations','Search','Women 35-44','30 days','Facebook',0.13,16357,5.83,'Miami','Spanish',497,3236,7,'Tech Enthusiasts','2021-12-22',0.0827910339840926,17.2838427947598)"
1087,DataTech Solutions,Email,Women 35-44,30 days,YouTube,0.05,14641,6.17,Los Angeles,Spanish,826,6562,5,Health & Wellness,23-12-2021,15.36%,32.91,"(1087,'DataTech Solutions','Email','Women 35-44','30 days','YouTube',0.05,14641,6.17,'Los Angeles','Spanish',826,6562,5,'Health & Wellness','2021-12-23',0.153584672435105,32.9114688128773)"
1088,NexGen Systems,Influencer,Men 18-24,30 days,YouTube,0.07,19269,5.64,New York,English,606,3427,1,Fashionistas,24-12-2021,12.59%,17.73,"(1088,'NexGen Systems','Influencer','Men 18-24','30 days','YouTube',0.07,19269,5.64,'New York','English',606,3427,1,'Fashionistas','2021-12-24',0.125876257238647,17.725181598063)"
1089,TechCorp,Influencer,Men 18-24,30 days,Email,0.02,6072,6.56,Chicago,Mandarin,637,6409,10,Outdoor Adventurers,25-12-2021,17.68%,31.8,"(1089,'TechCorp','Influencer','Men 18-24','30 days','Email',0.02,6072,6.56,'Chicago','Mandarin',637,6409,10,'Outdoor Adventurers','2021-12-25',0.176831047563467,31.7970297029703)"
1090,DataTech Solutions,Search,Men 18-24,45 days,Website,0.06,17093,5.93,Chicago,English,748,5909,6,Outdoor Adventurers,26-12-2021,9.94%,9.53,"(1090,'DataTech Solutions','Search','Men 18-24','45 days','Website',0.06,17093,5.93,'Chicago','English',748,5909,6,'Outdoor Adventurers','2021-12-26',0.0993914807302231,9.53218210361067)"
1091,Alpha Innovations,Social Media,Men 18-24,60 days,YouTube,0.04,9762,7.48,Chicago,Mandarin,691,9981,10,Foodies,27-12-2021,12.66%,22.85,"(1091,'Alpha Innovations','Social Media','Men 18-24','60 days','YouTube',0.04,9762,7.48,'Chicago','Mandarin',691,9981,10,'Foodies','2021-12-27',0.126586562870198,22.8516042780749)"
1092,NexGen Systems,Email,All Ages,30 days,Website,0.01,11964,3.32,Houston,Mandarin,469,3793,9,Health & Wellness,28-12-2021,6.92%,14.13,"(1092,'NexGen Systems','Email','All Ages','30 days','Website',0.01,11964,3.32,'Houston','Mandarin',469,3793,9,'Health & Wellness','2021-12-28',0.0692315399258591,14.1273516642547)"
1093,TechCorp,Social Media,Men 18-24,60 days,Instagram,0.08,18902,6.58,New York,Mandarin,204,3753,1,Foodies,29-12-2021,12.36%,25.51,"(1093,'TechCorp','Social Media','Men 18-24','60 days','Instagram',0.08,18902,6.58,'New York','Mandarin',204,3753,1,'Foodies','2021-12-29',0.123648826786185,25.5095948827292)"
1094,Alpha Innovations,Email,Men 25-34,15 days,Instagram,0.14,13681,2.02,Houston,Mandarin,460,1936,10,Fashionistas,30-12-2021,5.44%,92.66,"(1094,'Alpha Innovations','Email','Men 25-34','15 days','Instagram',0.14,13681,2.02,'Houston','Mandarin',460,1936,10,'Fashionistas','2021-12-30',0.0543565147881695,92.656862745098)"
1095,NexGen Systems,Email,Women 35-44,30 days,Website,0.07,9320,2.55,Miami,French,951,3500,5,Tech Enthusiasts,31-12-2021,23.76%,29.74,"(1095,'NexGen Systems','Email','Women 35-44','30 days','Website',0.07,9320,2.55,'Miami','French',951,3500,5,'Tech Enthusiasts','2021-12-31',0.237603305785124,29.7413043478261)"
1096,NexGen Systems,Search,Men 25-34,45 days,Email,0.02,16024,2.95,Chicago,Mandarin,929,5720,3,Foodies,01-01-2021,27.17%,9.8,"(1096,'NexGen Systems','Search','Men 25-34','45 days','Email',0.02,16024,2.95,'Chicago','Mandarin',929,5720,3,'Foodies','2021-01-01',0.271714285714286,9.80021030494217)"
1097,Innovate Industries,Display,Women 25-34,15 days,Website,0.11,15793,5.84,New York,Mandarin,681,1586,3,Fashionistas,02-01-2021,16.24%,17.25,"(1097,'Innovate Industries','Display','Women 25-34','15 days','Website',0.11,15793,5.84,'New York','Mandarin',681,1586,3,'Fashionistas','2021-01-02',0.162412587412587,17.248654467169)"
1098,DataTech Solutions,Search,Women 35-44,60 days,Google Ads,0.03,7867,5.67,Los Angeles,Spanish,344,4687,3,Outdoor Adventurers,03-01-2021,42.94%,23.19,"(1098,'DataTech Solutions','Search','Women 35-44','60 days','Google Ads',0.03,7867,5.67,'Los Angeles','Spanish',344,4687,3,'Outdoor Adventurers','2021-01-03',0.42938209331652,23.1908957415565)"
1099,NexGen Systems,Display,Men 25-34,30 days,YouTube,0.05,16413,6.12,Los Angeles,German,433,1151,7,Foodies,04-01-2021,7.34%,22.87,"(1099,'NexGen Systems','Display','Men 25-34','30 days','YouTube',0.05,16413,6.12,'Los Angeles','German',433,1151,7,'Foodies','2021-01-04',0.073394495412844,22.8691860465116)"
1100,TechCorp,Social Media,Men 18-24,15 days,Website,0.07,16805,5.29,New York,Mandarin,965,6252,3,Foodies,05-01-2021,37.62%,37.91,"(1100,'TechCorp','Social Media','Men 18-24','15 days','Website',0.07,16805,5.29,'New York','Mandarin',965,6252,3,'Foodies','2021-01-05',0.37619461337967,37.905311778291)"
1101,Innovate Industries,Influencer,All Ages,45 days,Website,0.14,18698,7.99,Los Angeles,Mandarin,994,8016,4,Foodies,06-01-2021,15.44%,17.41,"(1101,'Innovate Industries','Influencer','All Ages','45 days','Website',0.14,18698,7.99,'Los Angeles','Mandarin',994,8016,4,'Foodies','2021-01-06',0.154350607805502,17.4145077720207)"
1102,Alpha Innovations,Search,Men 25-34,60 days,Website,0.05,19242,3.42,Chicago,Spanish,721,3441,4,Tech Enthusiasts,07-01-2021,12.40%,18.81,"(1102,'Alpha Innovations','Search','Men 25-34','60 days','Website',0.05,19242,3.42,'Chicago','Spanish',721,3441,4,'Tech Enthusiasts','2021-01-07',0.124001996007984,18.8108651911469)"
1103,NexGen Systems,Search,All Ages,60 days,Facebook,0.11,8254,3.66,Chicago,German,414,1726,2,Outdoor Adventurers,08-01-2021,20.95%,26.69,"(1103,'NexGen Systems','Search','All Ages','60 days','Facebook',0.11,8254,3.66,'Chicago','German',414,1726,2,'Outdoor Adventurers','2021-01-08',0.209532112757919,26.6879334257975)"
1104,DataTech Solutions,Search,Men 25-34,60 days,YouTube,0.02,16525,4.98,New York,Mandarin,107,3068,10,Health & Wellness,09-01-2021,23.99%,19.94,"(1104,'DataTech Solutions','Search','Men 25-34','60 days','YouTube',0.02,16525,4.98,'New York','Mandarin',107,3068,10,'Health & Wellness','2021-01-09',0.239860950173812,19.9371980676328)"
1105,Alpha Innovations,Social Media,Men 25-34,15 days,Email,0.1,17111,6.79,Chicago,English,445,6826,7,Tech Enthusiasts,10-01-2021,3.49%,154.44,"(1105,'Alpha Innovations','Social Media','Men 25-34','15 days','Email',0.1,17111,6.79,'Chicago','English',445,6826,7,'Tech Enthusiasts','2021-01-10',0.0348761408083442,154.439252336449)"
1106,TechCorp,Email,Women 35-44,45 days,Website,0.05,14379,2.46,New York,Mandarin,865,5147,1,Outdoor Adventurers,11-01-2021,6.52%,38.45,"(1106,'TechCorp','Email','Women 35-44','45 days','Website',0.05,14379,2.46,'New York','Mandarin',865,5147,1,'Outdoor Adventurers','2021-01-11',0.0651919132727805,38.4516853932584)"
1107,Alpha Innovations,Display,Women 25-34,15 days,YouTube,0.13,19873,6.12,New York,Spanish,846,7513,1,Tech Enthusiasts,12-01-2021,16.81%,16.62,"(1107,'Alpha Innovations','Display','Women 25-34','15 days','YouTube',0.13,19873,6.12,'New York','Spanish',846,7513,1,'Tech Enthusiasts','2021-01-12',0.168059063532155,16.6231213872832)"
1108,Alpha Innovations,Social Media,Men 25-34,30 days,YouTube,0.1,12913,3.41,Miami,English,196,3515,6,Tech Enthusiasts,13-01-2021,11.26%,23.49,"(1108,'Alpha Innovations','Social Media','Men 25-34','30 days','YouTube',0.1,12913,3.41,'Miami','English',196,3515,6,'Tech Enthusiasts','2021-01-13',0.112604818314921,23.4905437352246)"
1109,Alpha Innovations,Email,Women 35-44,15 days,Instagram,0.01,7847,3.62,Los Angeles,French,470,1494,4,Fashionistas,14-01-2021,5.58%,65.88,"(1109,'Alpha Innovations','Email','Women 35-44','15 days','Instagram',0.01,7847,3.62,'Los Angeles','French',470,1494,4,'Fashionistas','2021-01-14',0.0557610241820768,65.8826530612245)"
1110,Alpha Innovations,Email,Women 35-44,60 days,Website,0.13,5815,6.66,Los Angeles,French,442,9213,1,Outdoor Adventurers,15-01-2021,31.46%,16.7,"(1110,'Alpha Innovations','Email','Women 35-44','60 days','Website',0.13,5815,6.66,'Los Angeles','French',442,9213,1,'Outdoor Adventurers','2021-01-15',0.314591700133869,16.6957446808511)"
1111,DataTech Solutions,Social Media,All Ages,30 days,Google Ads,0.1,17787,3.05,Chicago,English,519,2919,1,Fashionistas,16-01-2021,4.80%,13.16,"(1111,'DataTech Solutions','Social Media','All Ages','30 days','Google Ads',0.1,17787,3.05,'Chicago','English',519,2919,1,'Fashionistas','2021-01-16',0.0479756865299034,13.1561085972851)"
1112,DataTech Solutions,Social Media,All Ages,60 days,Instagram,0.15,17972,4.43,Miami,English,736,4806,4,Tech Enthusiasts,17-01-2021,17.78%,34.27,"(1112,'DataTech Solutions','Social Media','All Ages','60 days','Instagram',0.15,17972,4.43,'Miami','English',736,4806,4,'Tech Enthusiasts','2021-01-17',0.177800616649538,34.271676300578)"
1113,Innovate Industries,Display,Women 35-44,30 days,Facebook,0.02,6403,3.78,Los Angeles,Mandarin,295,5038,3,Tech Enthusiasts,18-01-2021,15.31%,24.42,"(1113,'Innovate Industries','Display','Women 35-44','30 days','Facebook',0.02,6403,3.78,'Los Angeles','Mandarin',295,5038,3,'Tech Enthusiasts','2021-01-18',0.153141905950895,24.4184782608696)"
1114,Innovate Industries,Display,Men 18-24,15 days,Email,0.06,16146,4.04,Miami,Spanish,559,7335,9,Tech Enthusiasts,19-01-2021,5.86%,21.71,"(1114,'Innovate Industries','Display','Men 18-24','15 days','Email',0.06,16146,4.04,'Miami','Spanish',559,7335,9,'Tech Enthusiasts','2021-01-19',0.0585549821357682,21.7050847457627)"
1115,TechCorp,Email,Men 18-24,60 days,Instagram,0.07,15607,3.48,Miami,German,632,8634,6,Tech Enthusiasts,20-01-2021,7.62%,28.88,"(1115,'TechCorp','Email','Men 18-24','60 days','Instagram',0.07,15607,3.48,'Miami','German',632,8634,6,'Tech Enthusiasts','2021-01-20',0.0762099522835719,28.8837209302326)"
1116,DataTech Solutions,Social Media,Men 18-24,15 days,YouTube,0.05,14985,5.6,New York,Mandarin,229,5185,3,Tech Enthusiasts,21-01-2021,7.32%,24.69,"(1116,'DataTech Solutions','Social Media','Men 18-24','15 days','YouTube',0.05,14985,5.6,'New York','Mandarin',229,5185,3,'Tech Enthusiasts','2021-01-21',0.0731989807736854,24.6946202531646)"
